Queen - The Show Must Go On.mp3
40	41	81	180	276	18008004040
40	78	108	123	211	12210807840
40	76	108	147	218	14610807640
40	68	91	142	251	14209006840
40	74	113	170	244	17011207440
40	52	118	137	265	13611805240
40	73	108	166	206	16610807240
40	45	102	127	293	12610204440
40	53	118	126	294	12611805240
40	66	106	127	299	12610606640
40	51	109	171	213	17010805040
40	43	88	146	231	14608804240
40	49	82	162	242	16208204840
40	46	103	160	186	16010204640
40	69	109	133	195	13210806840
40	78	114	177	241	17611407840
40	50	87	149	290	14808605040
40	59	102	168	273	16810205840
40	78	98	128	208	12809807840
40	59	108	144	196	14410805840
40	78	99	163	245	16209807840
40	60	82	127	280	12608206040
40	78	87	128	270	12808607840
40	53	107	139	255	13810605240
40	46	110	127	246	12611004640
40	73	114	158	284	15811407240
40	43	117	131	286	13011604240
40	78	103	138	239	13810207840
40	69	116	166	213	16611606840
40	43	115	154	187	15411404240
40	51	92	145	239	14409205040
40	49	90	132	283	13209004840
40	79	113	149	216	14811207840
40	49	111	157	211	15611004840
40	66	85	139	245	13808406640
40	41	90	176	235	17609004040
40	49	84	155	223	15408404840
40	56	88	160	281	16008805640
40	62	116	165	240	16411606240
40	49	89	178	295	17808804840
40	44	117	176	235	17611604440
40	70	108	137	245	13610807040
40	54	82	143	287	14208205440
40	62	102	125	193	12410206240
40	78	114	164	185	16411407840
40	78	98	160	206	16009807840
40	79	108	131	286	13010807840
40	67	92	123	203	12209206640
40	54	86	177	242	17608605440
40	53	88	139	262	13808805240
40	51	90	129	287	12809005040
40	48	118	157	263	15611804840
40	59	118	144	224	14411805840
40	42	119	136	200	13611804240
40	70	106	150	231	15010607040
40	77	102	144	235	14410207640
40	69	81	170	254	17008006840
40	41	89	140	216	14008804040
40	51	108	155	200	15410805040
40	78	119	157	279	15611807840
40	68	96	177	212	17609606840
40	59	98	177	237	17609805840
40	56	92	143	267	14209205640
40	59	100	141	250	14010005840
40	67	118	169	221	16811806640
40	69	97	170	263	17009606840
40	50	88	180	235	18008805040
40	73	88	125	264	12408807240
40	72	98	178	297	17809807240
40	49	108	178	268	17810804840
40	63	98	178	247	17809806240
40	61	85	172	236	17208406040
40	53	90	137	286	13609005240
40	63	84	171	298	17008406240
40	67	108	157	271	15610806640
40	79	95	125	288	12409407840
40	59	105	133	216	13210405840
40	76	115	127	291	12611407640
40	68	94	137	256	13609406840
40	53	108	136	287	13610805240
40	79	88	128	264	12808807840
40	78	84	134	239	13408407840
40	55	87	153	252	15208605440
40	67	112	155	209	15411206640
40	73	117	167	294	16611607240
40	73	110	172	284	17211007240
40	44	84	174	183	17408404440
40	69	118	137	221	13611806840
40	49	104	171	234	17010404840
40	59	90	168	278	16809005840
40	49	108	162	197	16210804840
40	47	102	167	208	16610204640
40	56	97	170	186	17009605640
40	68	98	172	249	17209806840
40	72	103	167	264	16610207240
40	68	88	135	229	13408806840
40	49	118	137	253	13611804840
40	65	100	139	239	13810006440
40	49	101	172	257	17210004840
40	56	102	144	258	14410205640
40	71	99	161	285	16009807040
40	59	98	124	278	12409805840
40	49	88	138	294	13808804840
40	41	94	137	220	13609404040
40	72	118	133	192	13211807240
40	64	114	180	223	18011406440
40	61	84	142	260	14208406040
40	41	88	133	215	13208804040
40	73	108	154	283	15410807240
40	73	118	142	233	14211807240
40	55	98	164	222	16409805440
40	44	117	154	281	15411604440
40	75	108	127	276	12610807440
40	67	117	152	290	15211606640
40	46	103	127	213	12610204640
40	47	98	174	284	17409804640
40	49	88	127	185	12608804840
40	70	103	131	205	13010207040
40	56	110	125	197	12411005640
40	49	108	147	270	14610804840
40	77	84	162	236	16208407640
40	71	82	171	284	17008207040
40	57	113	122	254	12211205640
40	68	97	124	240	12409606840
40	70	90	122	214	12209007040
40	54	105	177	216	17610405440
40	45	84	157	289	15608404440
40	52	84	121	223	12008405240
40	51	108	157	248	15610805040
40	48	98	167	184	16609804840
40	49	98	137	253	13609804840
40	48	99	138	199	13809804840
40	69	88	137	269	13608806840
40	74	119	128	265	12811807440
40	49	88	140	190	14008804840
40	45	116	157	204	15611604440
40	76	117	152	280	15211607640
40	59	81	144	228	14408005840
40	71	119	164	236	16411807040
40	55	119	167	184	16611805440
40	70	108	167	267	16610807040
40	80	116	157	246	15611608040
40	49	98	128	231	12809804840
40	75	106	146	258	14610607440
40	50	111	175	278	17411005040
40	59	111	175	284	17411005840
40	78	98	158	264	15809807840
40	50	98	168	224	16809805040
40	67	98	140	260	14009806640
40	49	114	174	295	17411404840
40	76	111	162	193	16211007640
40	42	117	164	281	16411604240
40	52	104	137	283	13610405240
40	77	98	132	268	13209807640
40	70	98	171	249	17009807040
40	49	88	175	292	17408804840
40	46	109	129	299	12810804640
40	76	108	177	191	17610807640
40	54	105	128	243	12810405440
40	76	117	150	258	15011607640
40	44	86	167	186	16608604440
40	67	117	127	226	12611606640
40	64	88	147	263	14608806440
40	51	99	129	210	12809805040
40	42	108	177	186	17610804240
40	45	104	137	255	13610404440
40	58	108	165	218	16410805840
40	59	117	157	202	15611605840
40	64	105	161	183	16010406440
40	58	117	137	230	13611605840
40	59	93	167	223	16609205840
40	49	100	122	256	12210004840
40	59	87	179	277	17808605840
40	48	103	121	276	12010204840
40	79	93	157	201	15609207840
40	49	85	125	181	12408404840
40	69	88	150	225	15008806840
40	68	110	158	186	15811006840
40	49	114	127	189	12611404840
40	41	98	126	237	12609804040
40	50	119	150	269	15011805040
40	68	88	155	232	15408806840
40	57	108	179	248	17810805640
40	77	119	154	220	15411807640
40	58	84	130	197	13008405840
40	68	93	172	285	17209206840
40	57	111	156	227	15611005640
40	57	98	165	220	16409805640
40	52	105	150	294	15010405240
40	69	108	127	268	12610806840
40	78	87	128	201	12808607840
40	58	118	156	291	15611805840
40	79	98	148	246	14809807840
40	69	84	144	234	14408406840
40	56	96	136	297	13609605640
40	74	91	146	233	14609007440
40	79	108	163	231	16210807840
40	49	100	153	228	15210004840
40	55	108	167	236	16610805440
40	78	108	138	252	13810807840
40	46	94	146	182	14609404640
40	59	116	162	262	16211605840
40	68	97	146	265	14609606840
40	78	107	139	260	13810607840
40	57	87	168	237	16808605640
40	44	101	157	285	15610004440
40	54	112	157	228	15611205440
40	59	88	157	282	15608805840
40	62	87	177	279	17608606240
40	69	117	137	275	13611606840
40	78	98	150	245	15009807840
40	76	94	166	249	16609407640
40	73	97	157	253	15609607240
40	64	93	157	218	15609206440
40	59	83	179	230	17808205840
40	50	110	154	208	15411005040
40	60	98	163	278	16209806040
40	69	94	176	274	17609406840
40	58	111	130	290	13011005840
40	62	81	176	285	17608006240
40	70	86	127	234	12608607040
40	48	88	163	262	16208804840
40	70	103	138	213	13810207040
40	49	82	140	231	14008204840
40	69	98	157	197	15609806840
40	70	88	128	234	12808807040
40	78	106	127	207	12610607840
40	59	98	137	216	13609805840
40	69	116	127	196	12611606840
40	68	115	147	220	14611406840
40	72	89	154	269	15408807240
40	60	85	128	290	12808406040
40	69	87	179	243	17808606840
40	55	85	137	284	13608405440
40	50	118	165	220	16411805040
40	44	88	135	245	13408804440
40	67	92	161	293	16009206640
40	56	112	125	267	12411205640
40	78	86	173	225	17208607840
40	67	108	167	229	16610806640
40	68	116	156	265	15611606840
40	48	87	171	228	17008604840
40	77	88	137	244	13608807640
40	59	94	124	222	12409405840
40	66	118	149	231	14811806640
40	78	88	147	188	14608807840
40	78	118	135	207	13411807840
40	69	94	136	226	13609406840
40	49	81	128	196	12808004840
40	44	91	160	208	16009004440
40	61	83	176	270	17608206040
40	74	92	141	203	14009207440
40	58	88	130	219	13008805840
40	79	115	128	235	12811407840
40	56	109	137	284	13610805640
40	69	115	127	257	12611406840
40	71	103	176	263	17610207040
40	57	116	174	224	17411605640
40	58	91	137	217	13609005840
40	70	89	137	208	13608807040
40	57	112	166	277	16611205640
40	76	110	134	259	13411007640
40	72	119	161	248	16011807240
40	47	90	148	277	14809004640
40	49	108	124	191	12410804840
40	66	88	134	285	13408806640
40	69	109	160	231	16010806840
40	68	90	179	288	17809006840
40	78	88	129	187	12808807840
40	77	98	176	287	17609807640
40	76	105	166	220	16610407640
40	54	114	172	225	17211405440
40	78	108	149	287	14810807840
40	75	89	130	255	13008807440
40	59	105	160	292	16010405840
40	78	83	158	298	15808207840
40	49	107	162	285	16210604840
40	66	98	130	200	13009806640
40	49	116	127	286	12611604840
40	41	88	167	263	16608804040
40	69	89	178	219	17808806840
40	69	98	177	215	17609806840
40	57	89	137	285	13608805640
40	41	99	165	264	16409804040
40	59	94	163	194	16209405840
40	63	89	138	248	13808806240
40	75	113	177	297	17611207440
40	53	88	156	242	15608805240
40	63	88	123	217	12208806240
40	49	113	152	275	15211204840
40	42	98	179	227	17809804240
40	62	82	139	274	13808206240
40	69	108	128	204	12810806840
40	47	98	180	224	18009804640
40	66	108	125	295	12410806640
40	57	90	165	202	16409005640
40	68	91	147	196	14609006840
40	60	113	142	288	14211206040
40	49	88	137	276	13608804840
